Project ID,Project Name,Project local script,Fuel type,Country/Area,Subnational unit,Production Type,Status,Status detail,Status year,Discovery year,FID Year,Production start year,Operator,Owner(s),Parent(s),Government unit ID,Units (list of IDs),Wiki URL (project),Name Other,Latitude,Longitude,Location accuracy,Project location type,Onshore/Offshore,Project outline (WKT),Basin,Block(s)
L100001064130,MLNG Gas Project (Malaysia),,gas,Malaysia,,conventional,operating,,2025,,,,Sarawak Shell,Petroleum Sarawak Exploration and Production Sdn Bhd [20%]; Petronas Carigali Sdn Bhd [40%]; Sarawak Shell Bhd [40%],Petroliam Nasional Bhd [40.0%]; Petroleum Sarawak Bhd [20.0%]; Shell PLC,,"L100000311944, L100000312087, L100000311947, L100000312029, L100001064197",https://www.gem.wiki/MLNG_Gas_Project_(Malaysia),MLNG Satu,4.4086574,112.4683205,approximate,location derived from fields,offshore,,,MLNG
L100001063412,Moho Oil and Gas Project (Republic of the Congo),,oil and gas,Republic of the Congo,,conventional,operating,,2023,,,,TotalEnergies E&P Congo,TotalEnergies E&P Congo [63%]; Trident Energy LP [21%]; Société Nationale Des Pétroles Du Congo [15%],TotalEnergies SE [63.5%]; Société Nationale Des Pétroles Du Congo [15.0%]; Quantum Energy Partners LLC; small shareholder(s); Warburg Pincus LLC,,"L100000317453, L100000317450, L100000317458",https://www.gem.wiki/Moho_Oil_and_Gas_Project_(Republic_of_the_Congo),,-5.294766666666667,11.390833333333333,approximate,project level location,offshore,,,
L100000310819,"Montara Oil Project (Western Australia, Australia)",,oil,Australia,Western Australia,,operating,,2024,,,,Jadestone,Jadestone Energy [100%],Jadestone Energy [100.0%],,"L100000317104, L100000317103, L100000310840, L100000310819","https://www.gem.wiki/Montara_Oil_Project_(Western_Australia,_Australia)",,-12.6648000,124.5444000,approximate,project level location,offshore,,,AC/L7; AC/L8
L100000310671,"Moranbah Gas Project (Queensland, Australia)",,gas,Australia,Queensland,unconventional,operating,,2024,,,,QPM Energy,QPM Energy Ltd [100%],QPM Energy Ltd [100.0%],,"L100000310674, L100000310675, L100000310673, L100000310676, L100000310672","https://www.gem.wiki/Moranbah_Gas_Project_(Queensland,_Australia)",,,,,,onshore,,Bowen,PL 191; PL 196; PL 223; PL 224
L100000310762,"Moura-Nipan-Dawson Gas Project (Queensland, Australia)",,gas,Australia,Queensland,,operating,,2019,,,,,,,,L100000310762,"https://www.gem.wiki/Moura-Nipan-Dawson_Gas_Project_(Queensland,_Australia)",,,,,,unknown,,,
L100000312907,Muara Bakau Block Oil and Gas Project (Indonesia),,oil and gas,Indonesia,,conventional,operating,,2024,,,2017,Eni Muara Bakau,Eni Muara Bakau BV [88%]; PT Saka Energi Muara Bakau [11%],Eni Muara Bakau BV [88.3%]; PT Saka Energi Muara Bakau [11.7%],,"L100000312907, L100000312838, L100000312837",https://www.gem.wiki/Muara_Bakau_Block_Oil_and_Gas_Project_(Indonesia),Jangkrik,-1.2565000,117.7515000,approximate,project level location,offshore,"MULTIPOLYGON (((118.05 -0.636306,118.05 -0.786667,118.033592 -0.838917,118.030547 -0.838917,118.030547 -0.837672,118.027911 -0.837672,118.027911 -0.834111,118.021319 -0.834111,118.021319 -0.850081,118.003206 -0.850081,118.003206 -0.860825,118.005 -0.860825,118.005 -0.863875,118.012419 -0.863875,118.012419 -0.868867,118.01765 -0.868867,118.01765 -0.873042,118.022794 -0.873042,118.017403 -0.890089,118.006161 -0.890089,118.006161 -0.892958,118.002119 -0.892958,118.002119 -0.899181,118.005239 -0.899181,118.005239 -0.900511,118.008986 -0.900511,118.008986 -0.902869,118.010875 -0.902869,118.010875 -0.904981,118.012692 -0.904981,118.011181 -0.909689,117.999219 -0.9097,117.999219 -0.919069,117.994461 -0.919069,117.994461 -0.933361,117.981431 -0.933361,117.981431 -0.927981,117.975511 -0.927981,117.975511 -0.933361,117.971764 -0.933361,117.971764 -0.941931,117.9827 -0.941931,117.9827 -0.947833,117.988131 -0.947833,117.988131 -0.951461,117.99235 -0.951461,117.99235 -0.956569,117.999139 -0.956569,117.999139 -0.96115,118.002669 -0.96115,118.002681 -0.98795,118.007331 -0.98795,118.007331 -0.996528,117.998089 -0.996528,117.998089 -0.991444,117.966667 -0.991444,117.966667 -0.983333,117.95 -0.983333,117.95 -0.95,117.966667 -0.95,117.966667 -0.833333,117.916667 -0.833333,117.916667 -0.766667,117.966667 -0.766667,117.966667 -0.666667,117.949583 -0.666667,117.949583 -0.658667,117.951944 -0.658667,117.951944 -0.650694,117.955917 -0.650694,117.955917 -0.640333,117.959861 -0.640333,117.959861 -0.629944,117.993917 -0.629944,117.993917 -0.641889,118.02725 -0.641889,118.02725 -0.636306,118.05 -0.636306)),((117.833333 -1.083333,117.833333 -1.2,117.8 -1.2,117.8 -1.216667,117.766667 -1.216667,117.766667 -1.283333,117.75 -1.283333,117.75 -1.3,117.733333 -1.3,117.733333 -1.35,117.716667 -1.35,117.716667 -1.366667,117.683333 -1.366667,117.683333 -1.316667,117.6 -1.316667,117.6 -1.266667,117.65 -1.266667,117.65 -1.216667,117.733333 -1.216667,117.805131 -1.083333,117.833333 -1.083333)))",Kutei basin,Muara Bakau
L100000312895,Muara Enim Block Oil and Gas Project (Indonesia),,oil and gas,Indonesia,,conventional,discovered,,2021,2021,,,PT Trisula CBM Energy,NuEnergy Gas Ltd [40%]; PT Pertamina (Persero) PT [60%],PT Pertamina (Persero) PT [60.0%]; NuEnergy Gas Ltd [40.0%],,,https://www.gem.wiki/Muara_Enim_Block_Oil_and_Gas_Project_(Indonesia),,,,,,unknown,"MULTIPOLYGON (((104.141667 -3.666667,104.141667 -3.703333,104.151944 -3.703333,104.151944 -3.740833,104.143578 -3.740833,104.143578 -3.721033,104.072097 -3.721033,104.072097 -3.85545,104.083611 -3.85545,104.083611 -3.908333,104.025 -3.908333,104.025 -3.91,104.012667 -3.91,104.012667 -3.876956,103.941667 -3.876956,103.941667 -3.822222,104.012667 -3.822222,104.012667 -3.742883,103.980833 -3.742883,103.980833 -3.708694,103.921833 -3.708694,103.921833 -3.66639,103.935447 -3.66639,103.935447 -3.703978,104.0 -3.703978,104.0 -3.7125,104.0 -3.712778,104.11889 -3.712778,104.11889 -3.666667,104.141667 -3.666667)),((104.583333 -3.733333,104.583333 -3.8,104.584464 -3.8,104.584464 -3.803853,104.531136 -3.803853,104.531136 -3.838472,104.53135 -3.868786,104.509264 -3.868786,104.509264 -3.893228,104.490631 -3.893506,104.490631 -3.916981,104.460267 -3.916981,104.460267 -3.933506,104.5 -3.933506,104.5 -4,104.483333 -4,104.483333 -4.013747,104.416667 -4.013534,104.416667 -3.95,104.433333 -3.95,104.433333 -3.933333,104.45 -3.933333,104.45 -3.916667,104.466667 -3.916667,104.466667 -3.883333,104.483333 -3.883333,104.483333 -3.876264,104.488098 -3.876264,104.488106 -3.8,104.5 -3.8,104.5 -3.816667,104.516667 -3.816667,104.516667 -3.8,104.533333 -3.8,104.533333 -3.783333,104.55 -3.783333,104.55 -3.763933,104.578936 -3.763933,104.578936 -3.733333,104.583333 -3.733333)),((104.025 -3.954167,104.025 -4,104.023889 -4,103.990556 -3.975,103.93 -3.974728,103.93 -3.970556,103.921111 -3.970556,103.921111 -3.959167,103.909722 -3.959167,103.909722 -3.970556,103.893889 -3.970556,103.893889 -3.974565,103.874389 -3.974477,103.874389 -3.970139,103.883472 -3.970139,103.883472 -3.922222,103.9075 -3.922222,103.9075 -3.916111,103.924139 -3.916111,103.924139 -3.909778,103.931833 -3.909778,103.931833 -3.897889,103.939889 -3.897889,103.939889 -3.888889,103.979722 -3.888889,103.979722 -3.902833,103.99275 -3.902833,103.99275 -3.91,103.941667 -3.91,103.941667 -3.927778,103.917861 -3.927778,103.917861 -3.954167,104.025 -3.954167)),((104.416667 -3.7,104.416667 -3.714986,104.398853 -3.714986,104.398853 -3.763933,104.466667 -3.763933,104.466667 -3.766667,104.45 -3.766667,104.45 -3.776331,104.438 -3.776331,104.438 -3.78325,104.419 -3.78325,104.419 -3.7871,104.384 -3.7871,104.384 -3.778831,104.378 -3.778831,104.378 -3.771361,104.367078 -3.771361,104.367078 -3.774267,104.363956 -3.774267,104.363956 -3.776864,104.361006 -3.776864,104.361006 -3.779114,104.355803 -3.779114,104.355803 -3.781172,104.349036 -3.781172,104.349036 -3.785172,104.340189 -3.785172,104.340189 -3.788289,104.333422 -3.788289,104.333422 -3.791058,104.326658 -3.791058,104.326658 -3.791528,104.311339 -3.769614,104.321053 -3.769614,104.321053 -3.763303,104.3269 -3.763281,104.3269 -3.758794,104.344431 -3.758794,104.344431 -3.76275,104.371506 -3.76275,104.371506 -3.725522,104.380167 -3.725522,104.380167 -3.715467,104.384717 -3.715467,104.384717 -3.702397,104.395761 -3.702397,104.395761 -3.694369,104.4 -3.694369,104.4 -3.7,104.416667 -3.7)),((104.533333 -4.120619,104.533333 -4.133333,104.533333 -4.150508,104.516667 -4.150305,104.516667 -4.133333,104.4 -4.133333,104.4 -4.12074,104.533333 -4.120619)),((104.616667 -3.933506,104.616667 -3.95,104.583333 -3.95,104.583333 -3.966667,104.55 -3.966667,104.55 -3.95,104.533333 -3.95,104.533333 -3.933506,104.616667 -3.933506)),((103.830556 -3.666389,103.830556 -3.708889,103.803889 -3.708889,103.801111 -3.675,103.781944 -3.675,103.781944 -3.666389,103.830556 -3.666389)))",,Muara Enim
L100000312910,Muara Enim II Block Oil and Gas Project (Indonesia),,oil and gas,Indonesia,,conventional,discovered,,2023,2023,,,Indo CBM Sumbagsel 2,NuEnergy Gas Ltd [30%]; Sugico [30%]; PT Pertamina (Persero) PT [40%],PT Pertamina (Persero) PT [40.0%]; NuEnergy Gas Ltd [30.0%]; Sugico [30.0%],,,https://www.gem.wiki/Muara_Enim_II_Block_Oil_and_Gas_Project_(Indonesia),,-3.6730000,104.1720000,approximate,project level location,onshore,"MULTIPOLYGON (((104.166667 -3.983333,104.166667 -4.016667,104.133333 -4.016667,104.133333 -4,104.116667 -4,104.116667 -3.966667,104.083333 -3.966667,104.083333 -3.983333,104.033333 -3.983333,104.033333 -4,104.025 -4,104.025 -3.954167,103.917861 -3.954167,103.917861 -3.927778,103.941667 -3.927778,103.941667 -3.91,103.99275 -3.91,103.99275 -3.902833,103.979722 -3.902833,103.979722 -3.888889,103.9473 -3.888889,103.9473 -3.877428,104.012667 -3.877428,104.012667 -3.91,104.025 -3.91,104.025 -3.908333,104.083611 -3.908333,104.083611 -3.95,104.1 -3.95,104.1 -3.933333,104.139589 -3.933333,104.139589 -3.950797,104.143425 -3.950797,104.143497 -3.961353,104.150661 -3.961353,104.150661 -3.983333,104.166667 -3.983333)),((104.012667 -3.742883,104.012667 -3.822222,103.941667 -3.822222,103.941667 -3.768539,103.927672 -3.768539,103.927672 -3.732911,103.922131 -3.732911,103.922131 -3.708842,103.83055 -3.708842,103.830556 -3.666389,103.921833 -3.666389,103.921833 -3.708694,103.980833 -3.708694,103.980833 -3.742883,104.012667 -3.742883)),((104.633333 -3.9,104.633333 -3.933333,104.533333 -3.933506,104.533333 -3.916667,104.516667 -3.916667,104.516667 -3.933333,104.460267 -3.933506,104.460267 -3.916981,104.490631 -3.916981,104.490631 -3.893228,104.509264 -3.893228,104.509264 -3.868786,104.53135 -3.868786,104.531406 -3.803822,104.584464 -3.803853,104.584464 -3.8,104.6 -3.8,104.6 -3.833333,104.566667 -3.833333,104.566667 -3.866667,104.583333 -3.866667,104.583333 -3.883333,104.616667 -3.883333,104.616667 -3.9,104.633333 -3.9)),((104.488106 -3.8,104.488106 -3.876264,104.483333 -3.876264,104.483333 -3.85,104.466667 -3.85,104.466667 -3.866667,104.377778 -3.866667,104.377778 -3.7975,104.330833 -3.7975,104.326658 -3.791058,104.333422 -3.791058,104.333422 -3.788289,104.340189 -3.788289,104.340189 -3.785172,104.349036 -3.785172,104.349036 -3.781172,104.355803 -3.781172,104.355803 -3.779114,104.361006 -3.779114,104.361006 -3.776864,104.363956 -3.776864,104.363956 -3.774267,104.367078 -3.774267,104.367078 -3.771361,104.378 -3.771361,104.378 -3.778831,104.384 -3.778831,104.384 -3.7871,104.419 -3.7871,104.419 -3.78325,104.438 -3.78325,104.438 -3.776331,104.45 -3.776331,104.45 -3.783333,104.433333 -3.783333,104.433333 -3.8,104.488106 -3.8)),((104.4 -3.683333,104.4 -3.694369,104.395761 -3.694369,104.395761 -3.702397,104.384717 -3.702397,104.384717 -3.715464,104.380167 -3.715467,104.380167 -3.725522,104.371506 -3.725522,104.371506 -3.762772,104.344431 -3.76275,104.344431 -3.758794,104.3269 -3.758794,104.3269 -3.763303,104.321053 -3.763303,104.321053 -3.769614,104.311339 -3.769614,104.288889 -3.7375,104.3125 -3.658333,104.383333 -3.658333,104.383333 -3.683333,104.4 -3.683333)),((103.816944 -3.859147,103.816944 -3.889722,103.798528 -3.889711,103.798528 -3.846822,103.774411 -3.846822,103.7744 -3.827772,103.743917 -3.827758,103.743917 -3.823369,103.743917 -3.804361,103.757019 -3.804361,103.757019 -3.773689,103.800972 -3.773681,103.800967 -3.800411,103.799853 -3.822606,103.799853 -3.859147,103.816944 -3.859147)),((104.143578 -3.721033,104.143578 -3.740833,104.083611 -3.740833,104.083611 -3.85545,104.072097 -3.85545,104.072097 -3.721033,104.143578 -3.721033)),((104.466667 -3.733333,104.466667 -3.763933,104.398853 -3.763933,104.398853 -3.714986,104.416667 -3.714986,104.416667 -3.716667,104.433333 -3.716667,104.433333 -3.733333,104.466667 -3.733333)),((104.0 -3.666389,104.0 -3.703978,103.935447 -3.703978,103.935447 -3.666389,104.0 -3.666389)),((104.578936 -3.733333,104.578936 -3.763933,104.55 -3.763933,104.55 -3.75,104.566667 -3.75,104.566667 -3.733333,104.578936 -3.733333)),((103.93 -3.970511,103.93 -3.974667,103.893828 -3.974667,103.893828 -3.970511,103.909686 -3.970511,103.909686 -3.959167,103.921097 -3.959167,103.921097 -3.970511,103.93 -3.970511)))",,Muara Enim II
L100000304951,"Mumbai High Oil and Gas Project (Mumbai, India)",,oil and gas,India,Mumbai,conventional,operating,decline,2025,1974,,1976,Oil and Natural Gas Corporation,Oil and Natural Gas Corporation Ltd [100%],Oil and Natural Gas Corporation Ltd [100.0%],,L100000304951,"https://www.gem.wiki/Mumbai_High_Oil_and_Gas_Project_(Mumbai,_India)",Bombay High Field,19.4610000,71.4070000,exact,project level location,offshore,,Mumbai Offshore,Mumbai High
L100000312896,Muralim Block Oil and Gas Project (Indonesia),,oil and gas,Indonesia,,unconventional,,,,,,,Dart Energy (Muralim),NuEnergy Gas Ltd [100%],NuEnergy Gas Ltd [100.0%],,,https://www.gem.wiki/Muralim_Block_Oil_and_Gas_Project_(Indonesia),,-3.3597000,103.5936000,approximate,project level location,onshore,"MULTIPOLYGON (((103.45 -3.35,103.5 -3.350053,103.500033 -3.384422,103.516667 -3.384414,103.516667 -3.433336,103.533333 -3.433336,103.533333 -3.483336,103.597747 -3.483336,103.637528 -3.512028,103.665833 -3.476722,103.630997 -3.416667,103.671944 -3.416667,103.671944 -3.397383,103.733331 -3.450003,103.733331 -3.583328,103.684717 -3.611003,103.629442 -3.560331,103.619811 -3.566669,103.599994 -3.566669,103.599994 -3.550003,103.533328 -3.550003,103.533328 -3.566669,103.516661 -3.566669,103.516661 -3.600003,103.499994 -3.600003,103.499994 -3.644781,103.483803 -3.654889,103.449994 -3.646403,103.449994 -3.633336,103.405469 -3.633336,103.405947 -3.35,103.45 -3.35)))",,Muralim
L100000314042,"Narrabri Gas Project (New South Wales, Australia)",,gas,Australia,New South Wales,unconventional,discovered,,2023,2023,,,Santos,Santos Ltd [100%],Santos Ltd [100.0%],,"L100000320780, L100000314042","https://www.gem.wiki/Narrabri_Gas_Project_(New_South_Wales,_Australia)",,-30.4900000,149.6200000,exact,project level location,onshore,,,
L100000320994,"Narrows Lake Oil Project (Alberta, Canada)",,oil,Canada,Alberta,unconventional,discovered,,2024,2024,,,Cenovus Energy,Cenovus Energy Inc,Cenovus Energy Inc,,L100000320994,"https://www.gem.wiki/Narrows_Lake_Oil_Project_(Alberta,_Canada)",,55.6741000,-110.8366000,approximate,project level location,onshore,,,
L100000312751,NC186 Oil and Gas Project (Libya),,oil and gas,Libya,,conventional,operating,,2017,,,,,,,,"L100000312739, L100000312740, L100000312751, L100000312738, L100000312741",https://www.gem.wiki/NC186_Oil_and_Gas_Project_(Libya),,26.7140000,12.5530000,approximate,project level location,onshore,,Murzuk,
L100000317461,Nene Marine Oil and Gas Project (Republic of the Congo),,oil and gas,Republic of the Congo,,conventional,operating,,2024,2014,,2014,Eni,LUKOIL PJSC [25%]; Eni SpA [65%]; Société Nationale Des Pétroles Du Congo [10%],Eni SpA [65.0%]; LUKOIL PJSC [25.0%]; Société Nationale Des Pétroles Du Congo [10.0%],,"L100000317459, L100000317460, L100000317462",https://www.gem.wiki/Nene_Marine_Oil_and_Gas_Project_(Republic_of_the_Congo),,-4.5487000,11.5845000,approximate,project level location,offshore,,,Marine XII; Marine XII A; Nene Banga
L100000301800,Neptun Deep Gas Project (Romania),,gas,Romania,,conventional,in-development,,2025,2011,2023,,OMV Petrom,OMV AG [50%]; Romgaz [50%],OMV AG [50.0%]; Romgaz [50.0%],,"L100000301746, L100000301810, L100000301800",https://www.gem.wiki/Neptun_Deep_Gas_Project_(Romania),,43.7300000,30.9048000,exact,project level location,offshore,,,XIX Neptun 2
L100000312540,Nimr Oil Project (Oman),نمر,oil,Oman,,conventional,operating,,2023,1980,,1985,Petroleum Development Oman,Petroleum Development Oman LLC [100%],Energy Development Oman SAOC [60.0%]; Shell PLC [34.0%]; small shareholder(s) [6.0%],,L100000312540,https://www.gem.wiki/Nimr_Oil_Project_(Oman),,18.5581000,55.8774000,approximate,project level location,onshore,,,
L100000312605,North Berkine Oil and Gas Project (Algeria),,oil and gas,Algeria,,conventional,operating,,2022,,,2019,Eni,Eni SpA [49%]; Sonatrach SpA [51%],Sonatrach SpA [51.0%]; Eni SpA [49.0%],,"L100000317106, L100000312605, L100000317107, L100000317105",https://www.gem.wiki/North_Berkine_Oil_and_Gas_Project_(Algeria),,26.4178000,9.0796000,approximate,project level location,onshore,,Berkine,
L100000312599,North Caspian Oil and Gas Project (Kazakhstan),Северо-Каспийский проект,oil and gas,Kazakhstan,,conventional,operating,,2020,,,,North Caspian Operating Company,Other [32%]; KMG Kashagan BV [16%]; Exxon Mobil Corp [16%]; Shell PLC [16%]; Eni SpA [16%],Other [32.7%]; KMG Kashagan BV [16.9%]; Eni SpA [16.8%]; Exxon Mobil Corp [16.8%]; Shell PLC [16.8%],,"L100000312599, L100000312592, L100000317108, L100000317109, L100000317110",https://www.gem.wiki/North_Caspian_Oil_and_Gas_Project_(Kazakhstan),,46.3450000,52.6700000,approximate,project level location,offshore,,,
L100000312464,North Field Oil and Gas Project (Qatar),حقل الشمال,oil and gas,Qatar,,conventional,operating,,2025,1971,,1991,QatarEnergy,QatarEnergy [0%],QatarEnergy,,"L100000317563, L100000319038, L100000319005, L100000319037, L100000312479, L100000312480, L100000320692, L100000319027, L100000312478, L100000319035, L100000319036, L100000312467, L100000312477, L100000312476, L100000312472, L100000312464",https://www.gem.wiki/North_Field_Oil_and_Gas_Project_(Qatar),"North Dome, South Pars (Iran)",26.5712000,51.8521000,exact,project level location,offshore,,,North Field Bravo
L100000314069,North Malay Basin (NMB) Integrated Gas Development Oil and Gas Project (Malaysia),,oil and gas,Malaysia,,conventional,operating,,2024,,,2013,Hess,Hess Corp [50%]; Petronas Carigali Sdn Bhd [50%],Hess Corp [50.0%]; Petroliam Nasional Bhd [50.0%],,"L100000317111, L100000317112, L100000314069, L100000320929, L100000317116, L100000317118, L100000320798, L100000317117, L100000311946, L100000317113, L100000317115, L100000317114",https://www.gem.wiki/North_Malay_Basin_(NMB)_Integrated_Gas_Development_Oil_and_Gas_Project_(Malaysia),,6.9813000,103.6441000,approximate,project level location,offshore,,,PM302; PM325; PM326B
L100000324529,"North Rankin Complex Gas and Condensate Project (Western Australia, Australia)",,gas and condensate,Australia,Western Australia,conventional,operating,,2013,,,,Woodside Energy,Japan Australia LNG (MIMI) Pty Ltd [16%]; BP Developments Australia Pty Ltd [16%]; Chevron Australia Pty Ltd [16%]; Shell Australia Pty Ltd [16%]; Woodside Energy Ltd [33%],Woodside Energy Group Ltd [33.3%]; BP PLC [16.7%]; Chevron Corp [16.7%]; Shell PLC [16.7%]; Mitsubishi Corp [8.3%]; Mitsui & Co Ltd [8.3%],,"L100000310045, L100000309991","https://www.gem.wiki/North_Rankin_Complex_Gas_and_Condensate_Project_(Western_Australia,_Australia)",,-19.5907500,116.1321500,approximate,project level location,offshore,,Northern Carnarvon,WA-1-L; WA-2-L; WA-28-P
L100000310809,"North Rankin Gas Project (Western Australia, Australia)",,gas,Australia,Western Australia,,operating,,2023,,,,Woodside Energy,other [16%]; BP Developments Australia Pty Ltd [16%]; Chevron Australia Pty Ltd [16%]; Shell Australia Pty Ltd [16%]; Woodside Energy Ltd [33%],Woodside Energy Group Ltd [33.0%]; BP PLC [16.7%]; Chevron Corp [16.7%]; other [16.7%]; Shell PLC [16.7%],,"L100000310809, L100000310813","https://www.gem.wiki/North_Rankin_Gas_Project_(Western_Australia,_Australia)",,-19.5842000,116.1381000,approximate,project level location,offshore,,,
L100001080246,North Sabah Oil and Gas Project (Malaysia),,oil and gas,Malaysia,,conventional,operating,,2025,,,,SEA Hibiscus,SMJ Energy Sdn Bhd [20%]; SEA Hibiscus Sdn Bhd [50%]; Petronas Carigali Sdn Bhd [30%],Hibiscus Petroleum Bhd [50.0%]; Petroliam Nasional Bhd [30.0%]; SMJ Energy Sdn Bhd [20.0%],,,https://www.gem.wiki/North_Sabah_Oil_and_Gas_Project_(Malaysia),,,,,,offshore,,,North Sabah PSC
